step,n_seeds,validate/loss_step_mean,validate/loss_step_std,validate/pred_loss_step_mean,validate/pred_loss_step_std,epoch_mean,epoch_std,fit/grad_norm_pre_clip_mean,fit/grad_norm_pre_clip_std,fit/loss_mean,fit/loss_std,fit/pred_loss_mean,fit/pred_loss_std,validate/loss_epoch_mean,validate/loss_epoch_std,validate/pred_loss_epoch_mean,validate/pred_loss_epoch_std
2799,2,,,,,0.0,0.0,0.11769331991672516,0.010019391172388667,0.03362714219838381,0.003523554243762683,0.03362714219838381,0.003523554243762683,,,,
2849,2,,,,,0.0,0.0,0.13155340775847435,0.03891560241788964,0.030829237774014473,0.007068434792871879,0.030829237774014473,0.007068434792871879,,,,
2899,2,,,,,0.0,0.0,0.1306673251092434,0.018069244308795064,0.031554827466607094,0.0008725372287626879,0.031554827466607094,0.0008725372287626879,,,,
2949,2,,,,,0.0,0.0,0.13534969836473465,0.012716979137904184,0.03445344511419535,0.011066080496287385,0.03445344511419535,0.011066080496287385,,,,
2999,2,,,,,0.0,0.0,0.11756692826747894,0.012207434276119603,0.03668843396008015,0.003110613910032119,0.03668843396008015,0.003110613910032119,,,,
3049,2,,,,,0.0,0.0,0.1302649825811386,0.03209990383629137,0.042243038304150105,0.020938273800251754,0.042243038304150105,0.020938273800251754,,,,
3099,2,,,,,0.0,0.0,0.13672534376382828,0.0032607857654544663,0.038388218730688095,0.0044819432858530465,0.038388218730688095,0.0044819432858530465,,,,
3149,2,,,,,0.0,0.0,0.12871640920639038,0.0007641223635025088,0.03561314567923546,0.0007781994109051474,0.03561314567923546,0.0007781994109051474,,,,
3199,2,,,,,0.0,0.0,0.14519909024238586,0.0038609042046889586,0.03796151094138622,0.011262341247645411,0.03796151094138622,0.011262341247645411,,,,
3249,2,,,,,0.0,0.0,0.1417604610323906,0.00594927001169163,0.034994104877114296,0.0030731295566377424,0.034994104877114296,0.0030731295566377424,,,,
3299,2,,,,,0.0,0.0,0.1726224347949028,0.053453425510229656,0.03995601087808609,0.003020633022639392,0.03995601087808609,0.003020633022639392,,,,
3349,2,,,,,0.0,0.0,0.14811496436595917,0.03245794131439141,0.0369535256177187,0.002810760156301363,0.0369535256177187,0.002810760156301363,,,,
3399,2,,,,,0.0,0.0,0.10410095006227493,0.013330373834419608,0.030531623400747776,0.0030906639627072906,0.030531623400747776,0.0030906639627072906,,,,
3449,2,,,,,0.0,0.0,0.14741583168506622,0.015756493948676457,0.03377135284245014,0.000708933699555525,0.03377135284245014,0.000708933699555525,,,,
3499,2,,,,,0.0,0.0,0.1216197982430458,0.039017518765945045,0.03305486682802439,0.010245807993856238,0.03305486682802439,0.010245807993856238,,,,
3549,2,,,,,0.0,0.0,0.20324665307998657,0.007253009013391243,0.037817939184606075,0.014346288056371278,0.037817939184606075,0.014346288056371278,,,,
3599,2,,,,,0.0,0.0,0.11472908034920692,0.008499654840426786,0.02826952561736107,0.004204630193541523,0.02826952561736107,0.004204630193541523,,,,
3649,2,,,,,0.0,0.0,0.15826468914747238,0.0013532615486999133,0.03618405573070049,0.0008932682098739839,0.03618405573070049,0.0008932682098739839,,,,
3699,2,,,,,0.0,0.0,0.13286029547452927,0.00041418761702868335,0.028417163528501987,0.001705054707775266,0.028417163528501987,0.001705054707775266,,,,
3749,2,,,,,0.0,0.0,0.12610702589154243,0.035850862718283596,0.03403533902019262,0.010668359126136302,0.03403533902019262,0.010668359126136302,,,,
3799,2,,,,,0.0,0.0,0.10329123213887215,0.011130735078992112,0.024714267812669277,0.0002744089110313193,0.024714267812669277,0.0002744089110313193,,,,
3849,2,,,,,0.0,0.0,0.12621315196156502,0.024157219598936047,0.03483104333281517,0.0020747523749336527,0.03483104333281517,0.0020747523749336527,,,,
3899,2,,,,,0.0,0.0,0.10863891988992691,0.013645906215796417,0.026839482598006725,0.0041107783815308736,0.026839482598006725,0.0041107783815308736,,,,
3949,2,,,,,0.0,0.0,0.1391533464193344,0.03766427829066939,0.03559401724487543,0.013498522637820868,0.03559401724487543,0.013498522637820868,,,,
3999,2,,,,,0.0,0.0,0.14282741397619247,0.004883945195306018,0.03038700297474861,0.0027601444254178116,0.03038700297474861,0.0027601444254178116,,,,
4049,2,,,,,0.0,0.0,0.1158175952732563,0.017595292460577932,0.028880193829536438,0.0031532665207251436,0.028880193829536438,0.0031532665207251436,,,,
4099,2,,,,,0.0,0.0,0.15483175963163376,0.012583457921821672,0.035224154591560364,0.0010277614376502787,0.035224154591560364,0.0010277614376502787,,,,
4149,2,,,,,0.0,0.0,0.12451130524277687,0.004895835874942153,0.029612701386213303,0.0025649412965396056,0.029612701386213303,0.0025649412965396056,,,,
4199,2,,,,,0.0,0.0,0.1059698835015297,0.00024399864274169327,0.031425162218511105,0.002650153004605522,0.031425162218511105,0.002650153004605522,,,,
4249,2,,,,,0.0,0.0,0.13208868354558945,0.02145155524357463,0.030607004649937153,0.0016242539308238182,0.030607004649937153,0.0016242539308238182,,,,
4299,2,,,,,0.0,0.0,0.13256701081991196,0.014615294268259107,0.02672869898378849,0.0010789645902349512,0.02672869898378849,0.0010789645902349512,,,,
4349,2,,,,,0.0,0.0,0.13326556980609894,0.0285556278310405,0.03198804799467325,0.002493869856149095,0.03198804799467325,0.002493869856149095,,,,
4399,2,,,,,0.0,0.0,0.17198588699102402,0.03241687974722968,0.04003826715052128,0.0007876113290132364,0.04003826715052128,0.0007876113290132364,,,,
4449,2,,,,,0.0,0.0,0.14649172499775887,0.0474206994701304,0.03370639029890299,0.010714228068206313,0.03370639029890299,0.010714228068206313,,,,
4499,2,,,,,0.0,0.0,0.11722149327397346,0.007042870095071989,0.028485070914030075,0.004904639297924866,0.028485070914030075,0.004904639297924866,,,,
4549,2,,,,,0.0,0.0,0.1282692663371563,0.02034690214917229,0.028493179008364677,0.0007903982893710193,0.028493179008364677,0.0007903982893710193,,,,
4599,2,,,,,0.0,0.0,0.13812173157930374,0.020648341678078268,0.03773102443665266,0.010452240623684564,0.03773102443665266,0.010452240623684564,,,,
4649,2,,,,,0.0,0.0,0.14123600721359253,0.013333471627785158,0.027483182959258556,0.00014312147791988437,0.027483182959258556,0.00014312147791988437,,,,
4699,2,,,,,0.0,0.0,0.16418395936489105,0.04754529082268466,0.0317574217915535,0.0011926715191612793,0.0317574217915535,0.0011926715191612793,,,,
4749,2,,,,,0.0,0.0,0.13604985922574997,0.002623314681727194,0.03323895949870348,0.004829569175281884,0.03323895949870348,0.004829569175281884,,,,
4799,2,,,,,0.0,0.0,0.15956728160381317,0.04717106895475643,0.033971451222896576,0.0044036923932365074,0.033971451222896576,0.0044036923932365074,,,,
4849,2,,,,,0.0,0.0,0.1362287923693657,0.006991182253729441,0.03266520891338587,0.0025676742562477342,0.03266520891338587,0.0025676742562477342,,,,
4899,2,,,,,0.0,0.0,0.1091310940682888,0.015916193626040298,0.028462747111916542,0.009124505577203077,0.028462747111916542,0.009124505577203077,,,,
4949,2,,,,,0.0,0.0,0.12348557636141777,0.0035571571358270094,0.029544733464717865,0.00359545281605522,0.029544733464717865,0.00359545281605522,,,,
4999,2,,,,,0.0,0.0,0.14072104170918465,0.04044265649642422,0.032662476412951946,0.005838498874181889,0.032662476412951946,0.005838498874181889,,,,
5049,2,,,,,0.0,0.0,0.12505102157592773,0.0028927700209694673,0.028763708658516407,0.0011508947726638716,0.028763708658516407,0.0011508947726638716,,,,
5099,2,,,,,0.0,0.0,0.12805669754743576,0.02357246895433984,0.033313462510704994,0.0024274187640265905,0.033313462510704994,0.0024274187640265905,,,,
5149,2,,,,,0.0,0.0,0.11384397745132446,0.01938188156388654,0.030009928159415722,0.011007736087058148,0.030009928159415722,0.011007736087058148,,,,
5199,2,,,,,0.0,0.0,0.12701711058616638,0.002305685494636969,0.029589439742267132,0.002680203707593789,0.029589439742267132,0.002680203707593789,,,,
5249,2,,,,,0.0,0.0,0.14902403950691223,0.018176460623050714,0.03595191612839699,0.0084640670952154,0.03595191612839699,0.0084640670952154,,,,
5299,2,,,,,0.0,0.0,0.1253795213997364,0.01709477756108681,0.026750671677291393,0.003998451761893278,0.026750671677291393,0.003998451761893278,,,,
5349,2,,,,,0.0,0.0,0.11284056678414345,0.04388183933491318,0.029786717146635056,0.007495832812730695,0.029786717146635056,0.007495832812730695,,,,
5399,2,,,,,0.0,0.0,0.1318254917860031,0.0052563442120361495,0.0314108757302165,0.0021047148329578504,0.0314108757302165,0.0021047148329578504,,,,
5449,2,,,,,0.0,0.0,0.15623214095830917,0.004718729549143313,0.03099304437637329,0.00012150409590084363,0.03099304437637329,0.00012150409590084363,,,,
5499,2,,,,,0.0,0.0,0.12051906064152718,0.007970174519296552,0.028070032596588135,0.0037439467000712277,0.028070032596588135,0.0037439467000712277,,,,
5549,2,,,,,0.0,0.0,0.15973854064941406,0.033880587112452384,0.035470232367515564,0.0061168827598633915,0.035470232367515564,0.0061168827598633915,,,,
5599,2,,,,,0.0,0.0,0.12076547741889954,0.011010021236500848,0.02508718892931938,0.0007158852953817906,0.02508718892931938,0.0007158852953817906,,,,
5649,2,,,,,0.0,0.0,0.14777491986751556,0.029655808091144622,0.03741840645670891,0.003813647050796119,0.03741840645670891,0.003813647050796119,,,,
5699,2,,,,,0.0,0.0,0.13810928538441658,0.02523735903257324,0.035401128232479095,0.001819642769253275,0.035401128232479095,0.001819642769253275,,,,
5749,2,,,,,0.0,0.0,0.2105656936764717,0.12632045862456243,0.03948234673589468,0.012049532425262554,0.03948234673589468,0.012049532425262554,,,,
5799,2,,,,,0.0,0.0,0.12191979214549065,0.025307038309873874,0.026750745251774788,0.008448586030921742,0.026750745251774788,0.008448586030921742,,,,
5849,2,,,,,0.0,0.0,0.11122175306081772,0.008784277776776917,0.02935322653502226,0.004853848394202191,0.02935322653502226,0.004853848394202191,,,,
5899,2,,,,,0.0,0.0,0.14922179281711578,0.0331442184486943,0.03734427597373724,0.014476031861156001,0.03734427597373724,0.014476031861156001,,,,
5949,2,,,,,0.0,0.0,0.13476993143558502,0.0016347919600405577,0.02919565886259079,0.001452088005923864,0.02919565886259079,0.001452088005923864,,,,
5999,2,,,,,0.0,0.0,0.14191234856843948,0.020491766135860297,0.03192229103296995,0.008582996282090031,0.03192229103296995,0.008582996282090031,,,,
6049,2,,,,,0.0,0.0,0.14386292546987534,0.04167401355416244,0.03752993978559971,0.00825035886566288,0.03752993978559971,0.00825035886566288,,,,
6099,2,,,,,0.0,0.0,0.1486058123409748,0.03745250618197034,0.03737921454012394,0.013781943071899422,0.03737921454012394,0.013781943071899422,,,,
6149,2,,,,,0.0,0.0,0.18266332149505615,0.07361290589243007,0.034074108116328716,0.011284482831092806,0.034074108116328716,0.011284482831092806,,,,
6199,2,,,,,0.0,0.0,0.11369597539305687,0.018623222485622256,0.02830928284674883,0.0022607319294330524,0.02830928284674883,0.0022607319294330524,,,,
6249,2,,,,,0.0,0.0,0.1421702280640602,0.03987893712923495,0.029705757275223732,0.002322441501098081,0.029705757275223732,0.002322441501098081,,,,
6299,2,,,,,0.0,0.0,0.1496901512145996,0.0009127321513519212,0.030612667091190815,0.004765685089651497,0.030612667091190815,0.004765685089651497,,,,
6349,2,,,,,0.0,0.0,0.19396837055683136,0.0511743873605637,0.03766883537173271,0.005138275084288943,0.03766883537173271,0.005138275084288943,,,,
6399,2,,,,,0.0,0.0,0.13233398273587227,0.022027370756286527,0.03021261841058731,0.0015118179927978966,0.03021261841058731,0.0015118179927978966,,,,
6449,2,,,,,0.0,0.0,0.13748247548937798,0.033408126209001326,0.03647524118423462,0.01270109504437164,0.03647524118423462,0.01270109504437164,,,,
6499,2,,,,,0.0,0.0,0.12542438879609108,0.0014974933326602565,0.030081508681178093,0.0060174609784042245,0.030081508681178093,0.0060174609784042245,,,,
6549,2,,,,,0.0,0.0,0.11824017018079758,0.005575501222384894,0.025515196844935417,0.0013485331991325974,0.025515196844935417,0.0013485331991325974,,,,
6599,2,,,,,0.0,0.0,0.15293288230895996,0.03560483575845731,0.03938784450292587,0.011451525279720655,0.03938784450292587,0.011451525279720655,,,,
6649,2,,,,,0.0,0.0,0.12385591864585876,0.007951993422520166,0.027286008931696415,0.001268597749664639,0.027286008931696415,0.001268597749664639,,,,
6699,2,,,,,0.0,0.0,0.1272978074848652,0.004545405902998325,0.02403330709785223,0.001916255199841388,0.02403330709785223,0.001916255199841388,,,,
6749,2,,,,,0.0,0.0,0.15971976518630981,0.06564904813205408,0.04004803579300642,0.013408947413845058,0.04004803579300642,0.013408947413845058,,,,
6799,2,,,,,0.0,0.0,0.16084793955087662,0.012242447770520028,0.037437740713357925,0.004542355524837349,0.037437740713357925,0.004542355524837349,,,,
6849,2,,,,,0.0,0.0,0.2102210894227028,0.07167997766273557,0.0449967160820961,0.019718408344177835,0.0449967160820961,0.019718408344177835,,,,
6899,2,,,,,0.0,0.0,0.13586146011948586,0.04063973516006116,0.03780878148972988,0.014538078607609117,0.03780878148972988,0.014538078607609117,,,,
6949,2,,,,,0.0,0.0,0.17144276201725006,0.020210636119580506,0.03452208265662193,0.006176778699953436,0.03452208265662193,0.006176778699953436,,,,
6999,2,,,,,0.0,0.0,0.11232583224773407,0.005022840134573669,0.026776806451380253,0.0022135406299910107,0.026776806451380253,0.0022135406299910107,,,,
7049,2,,,,,0.0,0.0,0.11296012252569199,0.012691100972918494,0.02710969466716051,0.00019057092680905527,0.02710969466716051,0.00019057092680905527,,,,
7099,2,,,,,0.0,0.0,0.11832297220826149,0.00617618337571822,0.028195745311677456,2.2323341731598215e-05,0.028195745311677456,2.2323341731598215e-05,,,,
7149,2,,,,,0.0,0.0,0.12930861860513687,0.01867321391631224,0.03161463513970375,3.135725529210516e-05,0.03161463513970375,3.135725529210516e-05,,,,
7199,2,,,,,0.0,0.0,0.15474093705415726,0.02359116108165442,0.03831935673952103,0.004691307755830912,0.03831935673952103,0.004691307755830912,,,,
7249,2,,,,,0.0,0.0,0.16608475148677826,0.04523239821695233,0.03473974112421274,0.013039743655067658,0.03473974112421274,0.013039743655067658,,,,
7299,2,,,,,0.0,0.0,0.13394968956708908,0.018190632500862502,0.03069207351654768,0.0013647268085838925,0.03069207351654768,0.0013647268085838925,,,,
7349,2,,,,,0.0,0.0,0.12862126901745796,0.006264322972666627,0.030608386732637882,0.0002548527733222644,0.030608386732637882,0.0002548527733222644,,,,
7399,2,,,,,0.0,0.0,0.12129612639546394,0.012989105533670836,0.0264993691816926,0.0023783874912292453,0.0264993691816926,0.0023783874912292453,,,,
7449,2,,,,,0.0,0.0,0.14690536260604858,0.005993007903733811,0.03967222571372986,0.006677209305747537,0.03967222571372986,0.006677209305747537,,,,
7499,2,,,,,0.0,0.0,0.11484996601939201,0.01358518841216041,0.024658283218741417,0.00457392614855004,0.024658283218741417,0.00457392614855004,,,,
7549,2,,,,,0.0,0.0,0.13009196519851685,0.0017020794036882,0.030665431171655655,5.868685237338801e-05,0.030665431171655655,5.868685237338801e-05,,,,
7599,2,,,,,0.0,0.0,0.10489149019122124,0.009552630630198707,0.027100849896669388,0.0022846700222982244,0.027100849896669388,0.0022846700222982244,,,,
7649,2,,,,,0.0,0.0,0.12322911992669106,0.008793660718926654,0.02624282706528902,0.0011567663554970455,0.02624282706528902,0.0011567663554970455,,,,
7699,2,,,,,0.0,0.0,0.15375199168920517,0.0368748151344997,0.03549773059785366,0.003631786033649643,0.03549773059785366,0.003631786033649643,,,,
7749,2,,,,,0.0,0.0,0.12891994416713715,0.0006459636737022173,0.029259581118822098,0.0024609887288655177,0.029259581118822098,0.0024609887288655177,,,,
7799,2,,,,,0.0,0.0,0.10437675938010216,0.01816128248923073,0.026426506228744984,0.004561444095945736,0.026426506228744984,0.004561444095945736,,,,
7849,2,,,,,0.0,0.0,0.12353355437517166,0.00026273291690478566,0.030217038467526436,0.0012083975620119066,0.030217038467526436,0.0012083975620119066,,,,
7899,2,,,,,0.0,0.0,0.13640709966421127,0.005247503910560989,0.033293367363512516,0.009066170387596953,0.033293367363512516,0.009066170387596953,,,,
7949,2,,,,,0.0,0.0,0.14914069324731827,0.011616925318345595,0.03245769068598747,0.0018319707224427116,0.03245769068598747,0.0018319707224427116,,,,
7999,2,,,,,0.0,0.0,0.10715856775641441,0.0057209868750884366,0.024297612719237804,0.004543739785393129,0.024297612719237804,0.004543739785393129,0.026144961826503277,8.70740719344911e-05,0.026144961826503277,8.70740719344911e-05
